"","Expectations.time","expect"
"198","2017-11",1.1136644198851
"199","2017-12",1.04546718166746
"200","2018-01",1.15268912779491
"201","2018-02",0.436719473508257
"202","2018-03",0.542544496100019
"203","2018-04",0.4784264280062
"204","2018-05",0.845057851970064
"205","2018-06",0.891339926526643
"206","2018-07",0.924540356224974
"207","2018-08",0.852255517490737
"208","2018-09",0.95780733539177
"209","2018-10",0.996454691568644
"210","2018-11",0.814514608894903
"211","2018-12",0.624729234732526
"212","2019-01",0.446662459954459
"213","2019-02",0.952555537417585
"214","2019-03",1.19487325982941
"215","2019-04",1.55068879833131
"216","2019-05",1.40381028053268
"217","2019-06",1.59876778919576
"218","2019-07",1.6868729269722
"219","2019-08",1.92466943152793
"220","2019-09",1.40712165957645
"221","2019-10",1.50972092842822
"222","2019-11",1.55330021485544
"223","2019-12",2.01753224787635
"224","2020-01",2.73520405184115
"225","2020-02",3.31727382167065
"226","2020-03",2.85640600613555
"227","2020-04",2.15074539666187
"228","2020-05",4.13397107540615
"229","2020-06",3.96926932660306
"230","2020-07",3.20006060040729
"231","2020-08",3.50613134138567
"232","2020-09",3.81672814469147
"233","2020-10",3.42199863984652
"234","2020-11",3.61682309265204
"235","2020-12",3.3532667819796
"236","2021-01",3.72783944435573
"237","2021-02",4.18669496663051
"238","2021-03",4.46337703947678
"239","2021-04",5.16156144690291
"240","2021-05",4.82973519850685
"241","2021-06",4.14844386954448
"242","2021-07",5.10607632990906
"243","2021-08",4.92627399807152
"244","2021-09",6.32741984657861
"245","2021-10",6.73529655313377
"246","2021-11",7.80776544808049
"247","2021-12",9.36642382141994
"248","2022-01",9.75844156409301
"249","2022-02",9.51894262908613
"250","2022-03",9.44272730609551
"251","2022-04",12.5741878799458
"252","2022-05",15.5175446527093
"253","2022-06",15.0002316744208
"254","2022-07",15.4849753092638
"255","2022-08",15.3184853226952
"256","2022-09",15.5145793523731
"257","2022-10",16.2279266280419
"258","2022-11",15.0037423052444
"259","2022-12",14.4152786697207
"260","2023-01",13.8773276794921
"261","2023-02",13.5631273947369
"262","2023-03",13.5778737297128
"263","2023-04",10.618336990105
"264","2023-05",8.49669442328047
"265","2023-06",7.57724497534516
"266","2023-07",8.06325003956551
"267","2023-08",6.60588919040205
"268","2023-09",5.54122758529518
"269","2023-10",3.8930655840606
"270","2023-11",4.09436029444996
